location,size,total_sqft,bath,price,bhk,price_per_sqft
Hoskote,2 BHK,1003.5,2.0,28.095,2,2799
Kaval Byrasandra,3 Bedroom,2700.0,3.0,200.0,3,7407
other,2 BHK,1100.0,2.0,55.0,2,5000
Electronic City,2 BHK,1140.0,2.0,32.92,2,2887
Sarjapur,3 Bedroom,3009.0,3.0,330.0,3,10967
other,8 BHK,3300.0,8.0,310.0,8,9393
Chandapura,2 BHK,800.0,1.0,30.0,2,3750
Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5,3250
other,4 Bedroom,1200.0,4.0,190.0,4,15833
other,2 BHK,1300.0,2.0,95.0,2,7307
Kanakpura Road,2 BHK,1220.0,2.0,60.0,2,4918
Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3,7776
Whitefield,2 BHK,1170.0,2.0,56.0,2,4786
other,2 BHK,1350.0,2.0,89.5,2,6629
Kambipura,2 BHK,883.0,2.0,45.0,2,5096
Thanisandra,3 BHK,1698.0,3.0,125.0,3,7361
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800
Ambalipura,2 BHK,1060.0,2.0,58.5,2,5518
Somasundara Palya,2 BHK,1185.0,2.0,75.0,2,6329
Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3,8776
Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128
Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351
Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3,6631
Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6,6654
Hormavu,2 BHK,980.0,2.0,42.0,2,4285
Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3,13600
Banashankari,3 BHK,1420.0,3.0,66.0,3,4647
other,6 Bedroom,1166.0,6.0,135.0,6,11578
other,3 BHK,2312.0,3.0,156.0,3,6747
Kaggadasapura,4 BHK,3000.0,4.0,130.0,4,4333
other,2 BHK,1175.0,2.0,70.0,2,5957
other,2 BHK,1145.0,2.0,51.0,2,4454
Bhoganhalli,2 BHK,970.0,2.0,52.5,2,5412
Electronic City,2 BHK,1125.0,2.0,32.49,2,2888
Whitefield,3 BHK,1639.5,3.0,92.63,3,5649
9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4,6000
other,3 BHK,2150.0,3.0,240.0,3,11162
Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3,3486
Harlur,3 Bedroom,3425.0,3.0,320.0,3,9343
Hennur Road,4 Bedroom,2950.0,4.0,253.0,4,8576
Jalahalli,1 BHK,1200.0,2.0,66.0,1,5500
Kathriguppe,3 BHK,1335.0,2.0,73.43,3,5500
Hebbal,4 BHK,4450.0,6.0,449.0,4,10089
Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2,5495
Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3,15564
Shivaji Nagar,3 BHK,1460.0,2.0,90.0,3,6164
other,3 BHK,1690.0,3.0,50.0,3,2958
other,4 Bedroom,1386.0,3.0,93.0,4,6709
other,2 BHK,1090.0,2.0,32.0,2,2935
Thanisandra,3 BHK,1732.0,3.0,85.73,3,4949
Whitefield,2 BHK,1390.0,2.0,72.0,2,5179
Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2,7800
Kengeri,1 BHK,416.0,1.0,17.19,1,4132
other,3 BHK,2400.0,2.0,50.0,3,2083
Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296
Bannerghatta Road,3 BHK,1453.0,2.0,73.0,3,5024
Thanisandra,2 BHK,1226.0,2.0,65.0,2,5301
Kasturi Nagar,4 Bedroom,784.0,2.0,165.0,4,21045
Hegde Nagar,3 BHK,1168.0,2.0,68.0,3,5821
Bannerghatta,3 BHK,1776.0,3.0,124.0,3,6981
Whitefield,3 BHK,1634.0,3.0,68.0,3,4161
Hormavu,2 Bedroom,860.0,2.0,56.0,2,6511
other,3 Bedroom,2800.0,3.0,400.0,3,14285
Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757
Whitefield,2 BHK,1190.0,2.0,70.0,2,5882
JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000
other,3 BHK,1559.0,3.0,62.0,3,3976
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3,8149
other,4 BHK,6652.0,6.0,510.0,4,7666
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122
other,4 Bedroom,1350.0,4.0,240.0,4,17777
Yelahanka,3 BHK,1590.0,2.0,54.0,3,3396
Binny Pete,4 BHK,2940.0,6.0,201.0,4,6836
Yelahanka,3 BHK,1633.0,3.0,110.0,3,6736
Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2,3996
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3,3000
Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471
Thanisandra,2 BHK,1188.0,2.0,36.0,2,3030
other,2 BHK,1060.0,2.0,52.0,2,4905
Thigalarapalya,3 BHK,2215.0,4.0,162.0,3,7313
Hennur,2 BHK,1255.0,2.0,54.5,2,4342
other,3 Bedroom,2500.0,2.0,300.0,3,12000
Hormavu,2 BHK,1075.0,2.0,53.7,2,4995
Harlur,4 BHK,2569.0,5.0,180.0,4,7006
ITPL,2 BHK,900.0,2.0,27.0,2,3000
Kudlu Gate,2 BHK,1183.0,2.0,79.54,2,6723
HSR Layout,2 BHK,1100.0,2.0,44.0,2,4000
GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260
other,3 BHK,1500.0,2.0,120.0,3,8000
Jakkur,2 BHK,1291.0,2.0,75.0,2,5809
Hennur,3 Bedroom,1150.0,3.0,80.0,3,6956
Electronic City,2 BHK,1060.0,2.0,55.0,2,5188
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984
other,5 Bedroom,1200.0,4.0,160.0,5,13333
other,4 Bedroom,1700.0,3.0,55.0,4,3235
Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692
Ramamurthy Nagar,3 BHK,1350.0,2.0,39.0,3,2888
Malleshwaram,3 BHK,2475.0,4.0,326.0,3,13171
Pai Layout,6 Bedroom,3800.0,6.0,175.0,6,4605
Haralur Road,4 BHK,4694.0,5.0,375.0,4,7988
Electronic City,2 BHK,1200.0,2.0,34.66,2,2888
Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250
Harlur,2 BHK,1225.0,2.0,56.0,2,4571
Thanisandra,2 BHK,1056.0,2.0,75.0,2,7102
9th Phase JP Nagar,3 BHK,1240.0,2.0,42.85,3,3455
Banashankari,3 BHK,1200.0,3.0,74.52,3,6210
Kudlu Gate,3 BHK,1850.0,3.0,110.0,3,5945
other,4 BHK,3150.0,4.0,180.0,4,5714
other,1 Bedroom,1200.0,1.0,39.82,1,3318
other,4 Bedroom,1018.0,4.0,150.0,4,14734
other,5 Bedroom,3520.0,6.0,460.0,5,13068
Chandapura,3 BHK,1185.0,2.0,30.22,3,2550
Jigani,2 BHK,918.0,2.0,56.0,2,6100
other,3 BHK,1330.0,2.0,68.0,3,5112
Munnekollal,3 BHK,1540.0,2.0,70.0,3,4545
Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666
other,2 BHK,927.0,2.0,37.0,2,3991
Sarjapur,4 Bedroom,2585.5,4.0,115.0,4,4447
CV Raman Nagar,3 BHK,1400.0,2.0,78.0,3,5571
Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881
1st Phase JP Nagar,4 Bedroom,1900.0,3.0,400.0,4,21052
8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2,5298
Malleshwaram,2 BHK,302.0,2.0,25.0,2,8278
ITPL,3 Bedroom,1500.0,3.0,61.52,3,4101
Yelahanka,1 BHK,827.5,1.0,42.535,1,5140
Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545
other,3 Bedroom,1200.0,3.0,68.0,3,5666
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818
Hormavu,4 BHK,2282.0,4.0,115.0,4,5039
other,2 BHK,760.0,2.0,37.49,2,4932
Sarjapur,3 Bedroom,2172.0,3.0,100.0,3,4604
other,6 BHK,3800.0,6.0,390.0,6,10263
Kumaraswami Layout,4 Bedroom,600.0,2.0,72.0,4,12000
8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3,5000
Thubarahalli,3 BHK,1242.0,3.0,51.0,3,4106
other,1 Bedroom,410.0,1.0,48.0,1,11707
Uttarahalli,3 BHK,1245.0,2.0,43.58,3,3500
Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044
Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2,3833
TC Palaya,3 Bedroom,1995.0,3.0,100.0,3,5012
Haralur Road,2 BHK,1309.0,2.0,82.0,2,6264
other,3 BHK,1717.0,3.0,200.0,3,11648
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523
other,2 Bedroom,880.0,1.0,90.0,2,10227
Abbigere,6 Bedroom,1200.0,6.0,95.0,6,7916
other,3 BHK,1250.0,3.0,42.0,3,3360
Hebbal,3 BHK,3520.0,5.0,240.0,3,6818
5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2,5187
Sarjapur  Road,3 BHK,1505.0,2.0,60.0,3,3986
Bannerghatta,3 BHK,1776.0,3.0,150.0,3,8445
Bellandur,3 BHK,1767.0,3.0,89.0,3,5036
other,2 BHK,1293.0,2.0,80.0,2,6187
Kengeri,2 BHK,1320.0,2.0,50.0,2,3787
other,2 BHK,1280.0,2.0,68.48,2,5350
Thanisandra,2 BHK,1245.0,2.0,83.05,2,6670
Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284
Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272
other,3 Bedroom,1065.0,3.0,72.0,3,6760
Kannamangala,3 BHK,1814.0,3.0,129.0,3,7111
Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3,6956
Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1,9176
Kasavanhalli,3 BHK,1600.0,3.0,79.0,3,4937
other,3 BHK,3200.0,4.0,140.0,3,4375
other,3 BHK,1250.0,2.0,77.13,3,6170
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199
other,3 BHK,1475.0,3.0,75.0,3,5084
Electronic City,2 BHK,1353.0,2.0,75.0,2,5543
other,4 Bedroom,2100.0,3.0,210.0,4,10000
Electronics City Phase 1,3 BHK,1750.0,3.0,58.0,3,3314
Whitefield,4 Bedroom,4800.0,4.0,550.0,4,11458
Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2,7559
Battarahalli,4 Bedroom,2700.0,3.0,75.0,4,2777
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,270.0,4,22500
Thanisandra,4 BHK,2695.0,4.0,188.0,4,6975
other,3 BHK,1330.0,3.0,65.0,3,4887
Electronic City,2 BHK,660.0,1.0,18.0,2,2727
BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428
Gubbalala,4 BHK,4000.0,5.0,195.0,4,4875
Kanakpura Road,3 BHK,1700.0,3.0,75.0,3,4411
Kasavanhalli,2 BHK,1585.0,2.0,90.0,2,5678
Kothanur,3 BHK,1385.0,3.0,67.0,3,4837
Electronic City,2 BHK,1128.0,2.0,67.0,2,5939
Whitefield,4 Bedroom,60.0,4.0,218.0,4,363333
other,18 Bedroom,1200.0,18.0,200.0,18,16666
HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987
Mallasandra,2 BHK,905.0,2.0,35.0,2,3867
Hennur Road,3 BHK,1450.0,3.0,79.0,3,5448
Varthur,2 BHK,1105.0,2.0,38.0,2,3438
Channasandra,2 Bedroom,1200.0,2.0,46.13,2,3844
Jalahalli,3 BHK,1530.0,2.0,89.0,3,5816
Whitefield,2 BHK,1105.0,2.0,35.4,2,3203
Dasarahalli,2 BHK,1333.0,2.0,78.56,2,5893
other,2 BHK,1065.0,2.0,45.0,2,4225
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
Old Madras Road,3 BHK,1530.0,3.0,76.34,3,4989
Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416
Whitefield,2 BHK,1270.0,2.0,94.0,2,7401
Bellandur,3 BHK,1830.0,3.0,89.0,3,4863
Chandapura,2 BHK,900.0,2.0,35.0,2,3888
Attibele,4 Bedroom,2400.0,2.0,250.0,4,10416
other,6 Bedroom,7000.0,6.0,560.0,6,8000
Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3,5379
other,3 BHK,1525.0,3.0,65.0,3,4262
Mahalakshmi Layout,2 BHK,1080.0,2.0,67.0,2,6203
other,2 BHK,1220.0,2.0,72.0,2,5901
Begur Road,2 BHK,1200.0,2.0,44.4,2,3700
Bommanahalli,2 BHK,1355.0,2.0,73.17,2,5400
R.T. Nagar,3 Bedroom,2400.0,3.0,348.0,3,14500
other,2 BHK,1500.0,2.0,60.0,2,4000
Koramangala,2 BHK,1355.0,2.0,95.0,2,7011
Electronic City,2 BHK,1070.0,2.0,57.0,2,5327
CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3,9090
Bommasandra,2 BHK,842.0,2.0,30.0,2,3562
Bannerghatta Road,1 BHK,700.0,1.0,31.2,1,4457
other,3 BHK,2500.0,4.0,65.0,3,2600
other,3 Bedroom,1884.0,3.0,95.0,3,5042
other,2 BHK,1100.0,2.0,75.0,2,6818
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,3389
Budigere,3 BHK,1820.0,3.0,85.0,3,4670
other,8 Bedroom,1200.0,8.0,145.0,8,12083
Thanisandra,2 BHK,1185.0,2.0,43.5,2,3670
Varthur,3 BHK,2145.0,3.0,170.0,3,7925
Whitefield,2 BHK,1220.0,2.0,89.0,2,7295
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651
6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2,6291
Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591
Ardendale,3 Bedroom,2500.0,3.0,250.0,3,10000
Electronic City,3 BHK,1700.0,3.0,90.0,3,5294
Hebbal,3 BHK,1920.0,3.0,150.0,3,7812
other,2 Bedroom,1350.0,2.0,90.0,2,6666
other,4 Bedroom,4800.0,5.0,350.0,4,7291
other,3 BHK,1700.0,3.0,74.0,3,4352
Hoodi,2 BHK,1447.0,3.0,76.0,2,5252
Kanakpura Road,2 BHK,1329.0,2.0,107.0,2,8051
Sarjapur  Road,3 BHK,1314.0,2.0,70.44,3,5360
other,3 Bedroom,1200.0,3.0,110.0,3,9166
Basavangudi,6 Bedroom,1214.0,3.0,220.0,6,18121
Hosa Road,3 BHK,1513.0,3.0,103.0,3,6807
Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417
other,1 BHK,705.0,1.0,65.0,1,9219
Dasarahalli,2 BHK,1220.0,2.0,62.0,2,5081
Yelahanka New Town,3 BHK,1800.0,2.0,45.0,3,2500
Kaval Byrasandra,3 BHK,1400.0,3.0,75.0,3,5357
Kasavanhalli,2 BHK,1245.0,2.0,80.0,2,6425
other,3 BHK,1495.0,2.0,63.0,3,4214
Nagavara,3 Bedroom,2000.0,2.0,275.0,3,13750
Gollarapalya Hosahalli,2 BHK,996.0,2.0,36.5,2,3664
Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400
other,2 BHK,1250.0,2.0,75.0,2,6000
Chandapura,2 BHK,975.0,2.0,24.86,2,2549
Thanisandra,3 BHK,1261.0,2.0,80.0,3,6344
Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2,4259
other,2 BHK,1230.0,2.0,50.0,2,4065
Kammasandra,2 BHK,982.0,2.0,25.53,2,2599
Bommasandra,3 BHK,1260.0,3.0,49.36,3,3917
HSR Layout,3 BHK,1590.0,2.0,135.0,3,8490
Horamavu Agara,2 BHK,1220.0,2.0,39.0,2,3196
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887
Green Glen Layout,3 BHK,1750.0,3.0,105.0,3,6000
Whitefield,3 BHK,1436.0,2.0,62.15,3,4327
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
Malleshwaram,2 BHK,1500.0,2.0,140.0,2,9333
Varthur,3 BHK,1560.0,3.0,90.0,3,5769
Whitefield,3 BHK,3758.0,3.0,300.0,3,7982
other,2 BHK,1275.0,2.0,59.0,2,4627
other,2 BHK,1040.0,2.0,36.4,2,3500
Bellandur,3 BHK,2400.0,3.0,115.0,3,4791
Chamrajpet,6 Bedroom,1500.0,9.0,230.0,6,15333
Kaggalipura,4 Bedroom,3150.0,5.0,212.0,4,6730
Karuna Nagar,3 BHK,1960.0,3.0,165.0,3,8418
JP Nagar,4 BHK,3200.0,5.0,309.0,4,9656
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368
Yelahanka,2 BHK,1195.0,2.0,53.105,2,4443
Hosakerehalli,5 BHK,4500.0,5.0,145.0,5,3222
Ulsoor,3 Bedroom,450.0,3.0,70.0,3,15555
other,4 Bedroom,4304.0,4.0,699.0,4,16240
other,1 BHK,648.0,1.0,40.0,1,6172
Sarjapur  Road,3 BHK,2100.0,3.0,130.0,3,6190
other,4 BHK,4209.0,4.0,602.0,4,14302
Kudlu,2 BHK,1027.0,2.0,44.0,2,4284
Whitefield,4 Bedroom,1575.0,4.0,250.0,4,15873
Bommasandra,3 BHK,1365.0,3.0,52.82,3,3869
Yelahanka New Town,1 BHK,650.0,1.0,18.0,1,2769
Chandapura,3 Bedroom,1200.0,2.0,52.0,3,4333
Cooke Town,2 BHK,1100.0,2.0,90.0,2,8181
7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3,5302
Banashankari,2 BHK,1100.0,2.0,63.0,2,5727
other,3 BHK,1320.0,2.0,58.0,3,4393
Kammasandra,3 BHK,1500.0,3.0,65.0,3,4333
other,4 Bedroom,1200.0,5.0,150.0,4,12500
other,4 Bedroom,1125.0,3.0,126.0,4,11200
Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417
Bhoganhalli,3 BHK,1718.0,3.0,90.2,3,5250
Bisuvanahalli,3 BHK,1075.0,2.0,32.0,3,2976
other,3 BHK,1480.0,3.0,75.48,3,5100
other,1 BHK,500.0,1.0,13.0,1,2600
other,5 Bedroom,2400.0,4.0,325.0,5,13541
Kaikondrahalli,4 Bedroom,1200.0,4.0,125.0,4,10416
Kanakpura Road,2 BHK,1041.0,2.0,36.44,2,3500
other,2 BHK,1128.0,2.0,48.4,2,4290
Hosur Road,3 BHK,1685.0,3.0,90.0,3,5341
other,2 BHK,1180.0,2.0,65.0,2,5508
other,2 BHK,1200.0,2.0,60.0,2,5000
other,3 BHK,1250.0,3.0,39.5,3,3160
Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555
other,2 BHK,1000.0,2.0,45.0,2,4500
Yelahanka New Town,2 Bedroom,600.0,2.0,80.0,2,13333
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,82.0,4,13666
Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3,7142
Varthur,2 BHK,1760.0,2.0,85.0,2,4829
other,2 BHK,975.0,2.0,55.0,2,5641
other,2 BHK,1190.0,2.0,42.0,2,3529
Kudlu,2 BHK,1110.0,2.0,46.0,2,4144
Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3,16521
Gunjur,2 BHK,1235.0,2.0,44.5,2,3603
other,2 BHK,1275.0,2.0,55.0,2,4313
other,2 BHK,1115.0,2.0,115.0,2,10313
Harlur,2 BHK,1197.0,2.0,76.0,2,6349
Begur Road,1 BHK,644.0,1.0,32.0,1,4968
Bellandur,2 BHK,1251.0,2.0,47.0,2,3756
Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714
other,2 BHK,1080.0,2.0,38.0,2,3518
Kudlu,4 BHK,2100.0,3.0,114.0,4,5428
Kammanahalli,4 Bedroom,1600.0,4.0,200.0,4,12500
NRI Layout,3 BHK,1731.0,3.0,64.11,3,3703
Hormavu,2 BHK,1206.0,2.0,55.0,2,4560
Choodasandra,3 BHK,1560.0,3.0,78.0,3,5000
7th Phase JP Nagar,1 BHK,750.0,1.0,47.0,1,6266
Billekahalli,2 BHK,1035.0,2.0,90.0,2,8695
Ramamurthy Nagar,7 Bedroom,1200.0,6.0,150.0,7,12500
Sarjapur  Road,1 BHK,702.0,1.0,35.8,1,5099
Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823
HRBR Layout,2 BHK,1145.0,2.0,68.5,2,5982
Ramamurthy Nagar,3 BHK,1208.0,2.0,43.5,3,3600
Brookefield,3 BHK,1589.0,3.0,74.0,3,4657
other,2 BHK,560.0,2.0,22.0,2,3928
Yelahanka New Town,3 BHK,1426.0,2.0,61.5,3,4312
Green Glen Layout,3 BHK,1885.0,3.0,135.0,3,7161
Old Madras Road,2 BHK,935.0,2.0,37.77,2,4039
Old Madras Road,2 BHK,1171.0,2.0,73.0,2,6233
Singasandra,2 BHK,1465.0,2.0,60.0,2,4095
Budigere,3 BHK,1820.0,3.0,95.0,3,5219
Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,66.85,3,4231
Whitefield,3 BHK,1452.0,2.0,46.29,3,3188
Hennur Road,3 BHK,1445.0,2.0,89.56,3,6197
other,2 BHK,1170.0,2.0,39.0,2,3333
other,2 BHK,1070.0,2.0,50.0,2,4672
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818
Kothanur,2 BHK,1140.0,2.0,56.0,2,4912
Rachenahalli,3 BHK,2600.0,3.0,160.0,3,6153
other,3 BHK,1532.0,3.0,59.75,3,3900
other,2 BHK,1150.0,2.0,46.0,2,4000
Jakkur,2 BHK,1473.0,2.0,85.0,2,5770
Kathriguppe,3 BHK,1350.0,3.0,80.99,3,5999
Prithvi Layout,4 BHK,4040.0,4.0,500.0,4,12376
CV Raman Nagar,3 BHK,1980.0,4.0,166.0,3,8383
Hoodi,3 BHK,1660.0,3.0,128.0,3,7710
Kogilu,7 Bedroom,2456.0,7.0,85.0,7,3460
Chamrajpet,2 BHK,650.0,2.0,45.0,2,6923
Neeladri Nagar,5 Bedroom,4000.0,5.0,425.0,5,10625
Malleshwaram,3 BHK,2475.0,4.0,340.0,3,13737
other,3 BHK,1495.0,3.0,90.0,3,6020
R.T. Nagar,2 BHK,1080.0,2.0,48.0,2,4444
Electronic City,3 BHK,1521.0,2.0,57.5,3,3780
other,2 BHK,1053.0,2.0,51.0,2,4843
Binny Pete,3 BHK,2406.0,5.0,289.0,3,12011
Kanakpura Road,4 Bedroom,800.0,5.0,115.0,4,14375
7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000
Thanisandra,3 BHK,1430.0,2.0,51.48,3,3600
Begur,3 BHK,2400.0,3.0,12.0,3,500
other,3 BHK,1250.0,3.0,39.0,3,3120
other,4 Bedroom,1200.0,2.0,75.0,4,6250
Ulsoor,1 Bedroom,840.0,1.0,150.0,1,17857
Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950
Bannerghatta Road,3 BHK,1630.0,3.0,68.0,3,4171
Kammasandra,2 BHK,985.0,2.0,40.5,2,4111
BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833
Ambalipura,3 BHK,1650.0,3.0,100.0,3,6060
Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532
5th Block Hbr Layout,5 BHK,1200.0,5.0,205.0,5,17083
Sarjapur  Road,4 Bedroom,1240.0,4.0,110.0,4,8870
other,2 BHK,1000.0,2.0,60.0,2,6000
other,2 BHK,830.0,2.0,26.0,2,3132
Ramagondanahalli,3 Bedroom,1200.0,3.0,56.1,3,4675
other,5 Bedroom,9600.0,7.0,2736.0,5,28500
Begur Road,4 BHK,2500.0,6.0,122.5,4,4900
Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771
Nagarbhavi,3 BHK,1635.0,3.0,85.0,3,5198
HSR Layout,2 BHK,1120.0,2.0,70.0,2,6250
other,6 Bedroom,2750.0,6.0,200.0,6,7272
Sector 7 HSR Layout,3 BHK,1760.0,3.0,185.0,3,10511
Harlur,3 BHK,2137.0,3.0,110.0,3,5147
Hennur Road,2 BHK,973.0,2.0,50.74,2,5214
Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468
Banashankari,2 BHK,1020.0,2.0,40.79,2,3999
other,4 Bedroom,1200.0,4.0,375.0,4,31250
Electronic City,1 BHK,750.0,1.0,35.0,1,4666
Kambipura,2 BHK,883.0,2.0,49.0,2,5549
other,2 Bedroom,660.0,2.0,76.0,2,11515
Ramagondanahalli,4 BHK,2787.0,5.0,220.0,4,7893
other,3 BHK,1470.0,2.0,60.0,3,4081
Electronics City Phase 1,2 BHK,891.0,2.0,24.95,2,2800
other,2 BHK,1275.0,2.0,76.0,2,5960
Kothanur,3 BHK,1787.0,3.0,120.0,3,6715
8th Phase JP Nagar,5 Bedroom,1730.0,5.0,75.0,5,4335
Sarjapur  Road,2 BHK,1320.0,2.0,110.0,2,8333
Yeshwanthpur,3 BHK,1692.0,3.0,108.0,3,6382
Bannerghatta Road,3 BHK,1400.0,3.0,69.0,3,4928
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
Whitefield,2 BHK,1370.0,2.0,56.0,2,4087
other,3 BHK,1602.0,3.0,56.0,3,3495
other,1 BHK,793.0,1.0,40.0,1,5044
GM Palaya,1 BHK,675.0,1.0,35.0,1,5185
Chikka Tirupathi,4 Bedroom,3250.0,4.0,136.0,4,4184
Whitefield,2 BHK,1050.0,2.0,43.0,2,4095
Jalahalli East,2 BHK,1035.0,2.0,42.5,2,4106
Sarjapur  Road,3 BHK,1200.0,2.0,44.0,3,3666
Sarjapur  Road,3 BHK,1800.0,3.0,128.0,3,7111
Green Glen Layout,3 BHK,1625.0,3.0,70.0,3,4307
Electronics City Phase 1,2 BHK,1032.0,2.0,31.99,2,3099
Whitefield,3 BHK,1496.0,2.0,71.81,3,4800
other,2 BHK,1100.0,2.0,38.0,2,3454
Kundalahalli,3 BHK,1500.0,3.0,50.0,3,3333
Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900
other,3 BHK,1555.0,3.0,73.0,3,4694
Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097
Hennur Road,3 BHK,1482.0,2.0,83.73,3,5649
other,3 BHK,1630.0,2.0,130.0,3,7975
Arekere,2 BHK,900.0,2.0,44.5,2,4944
Yelahanka,3 BHK,1355.0,2.0,75.0,3,5535
other,4 Bedroom,2360.0,4.0,601.0,4,25466
Akshaya Nagar,2 BHK,1200.0,2.0,45.0,2,3750
other,3 BHK,1563.0,3.0,63.0,3,4030
other,4 Bedroom,1344.0,4.0,84.0,4,6250
other,3 BHK,3000.0,3.0,400.0,3,13333
5th Phase JP Nagar,2 BHK,812.0,2.0,42.0,2,5172
Basaveshwara Nagar,2 BHK,1200.0,2.0,70.0,2,5833
Yelahanka,4 BHK,3175.0,4.0,156.0,4,4913
Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426
Hegde Nagar,3 BHK,1835.0,3.0,88.0,3,4795
Rachenahalli,3 BHK,1756.0,3.0,110.0,3,6264
8th Phase JP Nagar,3 BHK,1296.0,2.0,51.83,3,3999
Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769
Anandapura,2 BHK,1141.0,2.0,50.0,2,4382
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,3999
Electronic City,2 BHK,1210.0,2.0,55.0,2,4545
Hormavu,2 BHK,1310.0,2.0,67.0,2,5114
other,5 Bedroom,1356.0,5.0,139.0,5,10250
Magadi Road,3 BHK,1187.0,2.0,55.195,3,4649
Gubbalala,3 BHK,1745.0,3.0,140.0,3,8022
